typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20210101","2021","52","2021","132","CPV","Cabo Verde","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","118247.879","118247.879","118247.879","0","false","true",
"C","A","20210101","2021","52","2021","140","CAF","Central African Rep.","X","Export","0","W00","World","0","W00","World","H4","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"7244.299","7244.299","0","false","true",
"C","A","20210101","2021","52","2021","144","LKA","Sri Lanka","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","71078920.395","71078920.395","4","false","true",
"C","A","20210101","2021","52","2021","152","CHL","Chile","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","445850253.486","445850253.486","4","false","true",
"C","A","20210101","2021","52","2021","156","CHN","China","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"2432242944","2432242944","4","false","true",
"C","A","20210101","2021","52","2021","170","COL","Colombia","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","64560054.58","64560054.58","0","false","true",
"C","A","20210101","2021","52","2021","174","COM","Comoros","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"40470.852","40470.852","0","false","true",
"C","A","20210101","2021","52","2021","178","COG","Congo","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","20498535.78","20498535.78","0","false","true",
"C","A","20210101","2021","52","2021","180","COD","Dem. Rep. of the Congo","X","Export","0","W00","World","0","W00","World","H4","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"14147485.374","14147485.374","4","false","true",
"C","A","20210101","2021","52","2021","188","CRI","Costa Rica","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","9392826.72","9392826.72","0","false","true",
"C","A","20210101","2021","52","2021","191","HRV","Croatia","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","26070159","26070159","4","false","true",
"C","A","20210101","2021","52","2021","192","CUB","Cuba","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"423982.19","423982.19","0","false","true",
"C","A","20210101","2021","52","2021","196","CYP","Cyprus","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"41898619.243","41898619.243","0","false","true",
"C","A","20210101","2021","52","2021","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","522477440","522477440","4","false","true",
"C","A","20210101","2021","52","2021","204","BEN","Benin","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"6939.293","6939.293","0","false","true",
"C","A","20210101","2021","52","2021","208","DNK","Denmark","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"353387308.44","353387308.44","4","false","true",
"C","A","20210101","2021","52","2021","214","DOM","Dominican Rep.","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"7009434.479","7009434.479","4","false","true",
"C","A","20210101","2021","52","2021","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false",,"335828333.679","335828333.679","0","false","true",
"C","A","20210101","2021","52","2021","132","CPV","Cabo Verde","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","2464503.737","2464503.737","2464503.737","0","false","true",
"C","A","20210101","2021","52","2021","144","LKA","Sri Lanka","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","41564612.915","41564612.915","4","false","true",
"C","A","20210101","2021","52","2021","152","CHL","Chile","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","41384594.019","41384594.019","0","false","true",
"C","A","20210101","2021","52","2021","156","CHN","China","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"24158752726","24158752726","4","false","true",
"C","A","20210101","2021","52","2021","170","COL","Colombia","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","13092989.5","13092989.5","0","false","true",
"C","A","20210101","2021","52","2021","174","COM","Comoros","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2922897.007","2922897.007","0","false","true",
"C","A","20210101","2021","52","2021","178","COG","Congo","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","337040317.56","337040317.56","0","false","true",
"C","A","20210101","2021","52","2021","180","COD","Dem. Rep. of the Congo","X","Export","0","W00","World","0","W00","World","H4","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"32465.001","32465.001","0","false","true",
"C","A","20210101","2021","52","2021","188","CRI","Costa Rica","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","1859442.33","1859442.33","0","false","true",
"C","A","20210101","2021","52","2021","191","HRV","Croatia","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","432566766","432566766","0","false","true",
"C","A","20210101","2021","52","2021","196","CYP","Cyprus","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false",,"1291152660.574","1291152660.574","0","false","true",
"C","A","20210101","2021","52","2021","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","27219774","27219774","4","false","true",
"C","A","20210101","2021","52","2021","204","BEN","Benin","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1236429.871","1236429.871","0","false","true",
"C","A","20210101","2021","52","2021","208","DNK","Denmark","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false",,"911808958.352","911808958.352","0","false","true",
"C","A","20210101","2021","52","2021","212","DMA","Dominica","X","Export","0","W00","World","0","W00","World","H3","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"13767.394","13767.394","0","false","true",
"C","A","20210101","2021","52","2021","214","DOM","Dominican Rep.","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"1193255.256","1193255.256","4","false","true",
"C","A","20210101","2021","52","2021","218","ECU","Ecuador","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","71914621.34","71914621.34","4","false","true",
"C","A","20210101","2021","52","2021","222","SLV","El Salvador","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","42589261.14","42589261.14","4","false","true",
"C","A","20210101","2021","52","2021","231","ETH","Ethiopia","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","6328438.35","6328438.35","4","false","true",
"C","A","20210101","2021","52","2021","233","EST","Estonia","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"1731656956.77","1731656956.77","4","false","true",
"C","A","20210101","2021","52","2021","242","FJI","Fiji","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","12812203.976","12812203.976","4","false","true",
"C","A","20210101","2021","52","2021","246","FIN","Finland","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","10470488772.444","10470488772.444","4","false","true",
"C","A","20210101","2021","52","2021","251","FRA","France","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"62911372269.615","62911372269.615","4","false","true",
"C","A","20210101","2021","52","2021","258","PYF","French Polynesia","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"5551719.678","5551719.678","4","false","true",
"C","A","20210101","2021","52","2021","262","DJI","Djibouti","X","Export","0","W00","World","0","W00","World","H3","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"84853007.121","84853007.121","4","false","true",
"C","A","20210101","2021","52","2021","266","GAB","Gabon","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"113516498.064","113516498.064","4","false","true",
"C","A","20210101","2021","52","2021","268","GEO","Georgia","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"99255980.99","99255980.99","4","false","true",
"C","A","20210101","2021","52","2021","270","GMB","Gambia","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1616391.69","1616391.69","4","false","true",
"C","A","20210101","2021","52","2021","275","PSE","State of Palestine","X","Export","0","W00","World","0","W00","World","H4","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","22410437.48","22410437.48","4","false","true",
"C","A","20210101","2021","52","2021","218","ECU","Ecuador","X","Export","0","W00","World","0","W00","World","H5","HS","true","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","9302031.759","9302031.759","4","false","true",
"C","A","20210101","2021","52","2021","222","SLV","El Salvador","X","Export","0","W00","World","0","W00","World","H5","HS","true","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","18246067.58","18246067.58","0","false","true",
"C","A","20210101","2021","52","2021","231","ETH","Ethiopia","X","Export","0","W00","World","0","W00","World","H5","HS","true","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","7694748.72","7694748.72","0","false","true",
"C","A","20210101","2021","52","2021","233","EST","Estonia","X","Export","0","W00","World","0","W00","World","H5","HS","true","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"1310501194.16","1310501194.16","4","false","true",
"C","A","20210101","2021","52","2021","242","FJI","Fiji","X","Export","0","W00","World","0","W00","World","H5","HS","true","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","4552878.926","4552878.926","4","false","true",
"C","A","20210101","2021","52","2021","246","FIN","Finland","X","Export","0","W00","World","0","W00","World","H5","HS","true","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","5727936128.615","5727936128.615","4","false","true",
"C","A","20210101","2021","52","2021","251","FRA","France","X","Export","0","W00","World","0","W00","World","H5","HS","true","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"51216117978.049","51216117978.049","4","false","true",
"C","A","20210101","2021","52","2021","258","PYF","French Polynesia","X","Export","0","W00","World","0","W00","World","H5","HS","true","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"623802.275","623802.275","4","false","true",
"C","A","20210101","2021","52","2021","262","DJI","Djibouti","X","Export","0","W00","World","0","W00","World","H3","HS","true","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false",,"790119722.953","790119722.953","0","false","true",
"C","A","20210101","2021","52","2021","266","GAB","Gabon","X","Export","0","W00","World","0","W00","World","H5","HS","true","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"20884245.508","20884245.508","0","false","true",
"C","A","20210101","2021","52","2021","268","GEO","Georgia","X","Export","0","W00","World","0","W00","World","H5","HS","true","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"496804345.48","496804345.48","4","false","true",
"C","A","20210101","2021","52","2021","270","GMB","Gambia","X","Export","0","W00","World","0","W00","World","H5","HS","true","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","721521.1","721521.1","0","false","true",
"C","A","20210101","2021","52","2021","275","PSE","State of Palestine","X","Export","0","W00","World","0","W00","World","H4","HS","true","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","18890997.09","18890997.09","4","false","true",
"C","A","20210101","2021","52","2021","218","ECU","Ecuador","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","25301750.904","25301750.904","0","false","true",
"C","A","20210101","2021","52","2021","222","SLV","El Salvador","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","608029.02","608029.02","0","false","true",
"C","A","20210101","2021","52","2021","231","ETH","Ethiopia","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","32051.21","32051.21","0","false","true",
"C","A","20210101","2021","52","2021","233","EST","Estonia","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"14224997.03","14224997.03","0","false","true",
"C","A","20210101","2021","52","2021","242","FJI","Fiji","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","20224028.435","20224028.435","4","false","true",
"C","A","20210101","2021","52","2021","246","FIN","Finland","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","577580025.107","577580025.107","4","false","true",
"C","A","20210101","2021","52","2021","251","FRA","France","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"30857960398.79","30857960398.79","4","false","true",
"C","A","20210101","2021","52","2021","258","PYF","French Polynesia","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"28496483.158","28496483.158","4","false","true",
"C","A","20210101","2021","52","2021","262","DJI","Djibouti","X","Export","0","W00","World","0","W00","World","H3","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"18966235.457","18966235.457","4","false","true",
"C","A","20210101","2021","52","2021","266","GAB","Gabon","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"26755581.915","26755581.915","0","false","true",
"C","A","20210101","2021","52","2021","268","GEO","Georgia","X","Export","0","W00","World","0","W00","World","H5","HS","true","88","Aircraft, spacecraft and parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"5081728.59","5081728.59","0","false","true",
"C","A","20210101","2021","52","2021","218","ECU","Ecuador","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","2426401.8","2426401.8","0","false","true",
"C","A","20210101","2021","52","2021","222","SLV","El Salvador","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","115524.8","115524.8","0","false","true",
"C","A","20210101","2021","52","2021","231","ETH","Ethiopia","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","0","5809.67","5809.67","0","false","true",
"C","A","20210101","2021","52","2021","233","EST","Estonia","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"89189199.11","89189199.11","0","false","true",
"C","A","20210101","2021","52","2021","242","FJI","Fiji","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1284275.163","1284275.163","4","false","true",
"C","A","20210101","2021","52","2021","246","FIN","Finland","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1795957045.773","1795957045.773","4","false","true",
"C","A","20210101","2021","52","2021","251","FRA","France","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false",,"2656777457.737","2656777457.737","0","false","true",
"C","A","20210101","2021","52","2021","258","PYF","French Polynesia","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"6334836.368","6334836.368","4","false","true",
"C","A","20210101","2021","52","2021","262","DJI","Djibouti","X","Export","0","W00","World","0","W00","World","H3","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"97729.612","97729.612","0","false","true",
"C","A","20210101","2021","52","2021","266","GAB","Gabon","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"1967552773.109","1967552773.109","4","false","true",
"C","A","20210101","2021","52","2021","268","GEO","Georgia","X","Export","0","W00","World","0","W00","World","H5","HS","true","89","Ships, boats and floating structures","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1021105.64","1021105.64","0","false","true",
"C","A","20210101","2021","52","2021","276","DEU","Germany","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","269757063173.121","269757063173.121","4","false","true",
"C","A","20210101","2021","52","2021","288","GHA","Ghana","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"44671788.09","44671788.09","4","false","true",
"C","A","20210101","2021","52","2021","296","KIR","Kiribati","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"9128.927","9128.927","4","false","true",
"C","A","20210101","2021","52","2021","300","GRC","Greece","X","Export","0","W00","World","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1980878147.882","1980878147.882","4","false","true",
